hotelname,postalcode,latitude,longitude,review_pos,review_neg,review_text,review-score,overall_score,cleanliness,comfort,location,facilities,staff,value_for_money,Free_Wifi
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,,The housekeeping was impatient and tried to open the door eventhough we were wearing our shoes and told them we are going out in a minute. I was quite shocked that the lady housekeeper even used her master key card to tap and open the door while I was standing behind the closed door. I understand she needs to clean the room before the next guest arrive but to my disappointment the way she did that made me feels annoyed and intruded. Not that I took my own sweet time to get out of the room but she could have just move away as soon as she knows that we are coming out in any minute., The housekeeping was impatient and tried to open the door eventhough we were wearing our shoes and told them we are going out in a minute. I was quite shocked that the lady housekeeper even used her master key card to tap and open the door while I was standing behind the closed door. I understand she needs to clean the room before the next guest arrive but to my disappointment the way she did that made me feels annoyed and intruded. Not that I took my own sweet time to get out of the room but she could have just move away as soon as she knows that we are coming out in any minute.,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"overall was clean, location easily find but accessibility wise is a little distance from MRT","Scanning card to access the level was a little faulty, and lift seemed to required maintenance. the TV could have equipped with more channels instead","overall was clean, location easily find but accessibility wise is a little distance from MRT Scanning card to access the level was a little faulty, and lift seemed to required maintenance. the TV could have equipped with more channels instead",4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,location of the hotel very nice,eze access to city,location of the hotel very nice eze access to city,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,room is clean,room is too small and toilet too cramp,room is clean room is too small and toilet too cramp,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Very Fast efficient Check in I wish that every hotel did this very impressive.Room is decent for 3 star but the price I paid was way too highPlug sockets in the room were perfect for travelersBath tub.good quality Tea facility in room.Room is decent size and was Quiet.,No USB plugs in roomThey have a Smart TV but have Disabled ability to stream from your phone to the TV this would cost the hotel zero but would have improved the facility and comfort convenience to the guest.No breakfast available. they made excuse because of Covid! I thought we moved on now?Shower was broken I could not turn it off. Room 10161 Lift was Out of Order so only 1 remaining available and plenty of guests trying to use it. Lifts are old and quite Slow.No Lamp in room or pics on the wall. Room Lighting is not cosy,Very Fast efficient Check in I wish that every hotel did this very impressive.Room is decent for 3 star but the price I paid was way too highPlug sockets in the room were perfect for travelersBath tub.good quality Tea facility in room.Room is decent size and was Quiet. No USB plugs in roomThey have a Smart TV but have Disabled ability to stream from your phone to the TV this would cost the hotel zero but would have improved the facility and comfort convenience to the guest.No breakfast available. they made excuse because of Covid! I thought we moved on now?Shower was broken I could not turn it off. Room 10161 Lift was Out of Order so only 1 remaining available and plenty of guests trying to use it. Lifts are old and quite Slow.No Lamp in room or pics on the wall. Room Lighting is not cosy,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Location,,Location ,3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Bed was comfy and the staffs was good and attentive,So far so good,Bed was comfy and the staffs was good and attentive So far so good,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Staff were friendly. The premises were clean and neat,,Staff were friendly. The premises were clean and neat ,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,You can use your mobile phone to connect to the TV to watch the show,The hair dryer cable is a little too short.,You can use your mobile phone to connect to the TV to watch the show The hair dryer cable is a little too short.,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Quiet,Lack of TV programme,Quiet Lack of TV programme,3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Hotel staff provided very good service,Nil,Hotel staff provided very good service Nil,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,The bed was cosy,The sink was Right behind the main door,The bed was cosy The sink was Right behind the main door,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,The bed was comfy.,The water pressure from the shower is weak.,The bed was comfy. The water pressure from the shower is weak.,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,everything about it is perfect..,1 day staycay is supposed to be from 1400hours - 1400hours next day but 1200hours i must book out already even if i didnt check in 1400hours but instead later than 1400hours,everything about it is perfect.. 1 day staycay is supposed to be from 1400hours - 1400hours next day but 1200hours i must book out already even if i didnt check in 1400hours but instead later than 1400hours,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Cleanliness,Aircon not cold enough,Cleanliness Aircon not cold enough,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"Room was very clean. Bed was comfortable. Simple hotel that provided bedroom slippers, coffee, tea, bottled water, toothbrushes/toothpaste, shampoo & bathgel.","Staff was very cold when she checked us in. She was better in the morning. Likely not a night person, probably tired. Cigarette smell lingering in the passageway. No breakfast.","Room was very clean. Bed was comfortable. Simple hotel that provided bedroom slippers, coffee, tea, bottled water, toothbrushes/toothpaste, shampoo & bathgel. Staff was very cold when she checked us in. She was better in the morning. Likely not a night person, probably tired. Cigarette smell lingering in the passageway. No breakfast.",3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,,cannot find wifi password, cannot find wifi password,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,I have been choosing this hotel for my staycation as well as workcation because of its space and comfort. Not until an unpleasant encounter during my last stay.,Guess the room was not properly clean for the next guest as I horrifically surprised with a thong on the floor near the side bed cupboard. Such a a disappointment. Made me wonder if they really changed the sheets and covers.,I have been choosing this hotel for my staycation as well as workcation because of its space and comfort. Not until an unpleasant encounter during my last stay. Guess the room was not properly clean for the next guest as I horrifically surprised with a thong on the floor near the side bed cupboard. Such a a disappointment. Made me wonder if they really changed the sheets and covers.,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Room is simple and clean,I stay thera..Fisrt all very good nothing problem...This the second...I go out for buy my Dinner..Come back hotel buying see the blanket still same before i go out..never change...Very itchy....Than i call servise...They very faster come to my room for give change my blanket all💕🙏👍,Room is simple and clean I stay thera..Fisrt all very good nothing problem...This the second...I go out for buy my Dinner..Come back hotel buying see the blanket still same before i go out..never change...Very itchy....Than i call servise...They very faster come to my room for give change my blanket all💕🙏👍,3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"Clean, comfortable, great value for mobey",We were offered a queen size bed but was given a single bed comforter.,"Clean, comfortable, great value for mobey We were offered a queen size bed but was given a single bed comforter.",3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Counter staff is friendlyIdeal location,Space of bathroomSound proof wall is advisedSensitivity of card reader in lift,Counter staff is friendlyIdeal location Space of bathroomSound proof wall is advisedSensitivity of card reader in lift,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,The design,Environment is good,The design Environment is good,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,No comment,No comment,No comment No comment,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,The location is more convenient as it is near the MRT and bus stops,The water supply system is very noisy,The location is more convenient as it is near the MRT and bus stops The water supply system is very noisy,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,All others are fine n good,Shower head leaking and not strong spray,All others are fine n good Shower head leaking and not strong spray,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Location is convenient,The water supply system is very noisy,Location is convenient The water supply system is very noisy,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Location is convenient in traffic,The water supply system is very noisy that disturbing sleeping,Location is convenient in traffic The water supply system is very noisy that disturbing sleeping,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Comfortable room,No bidet,Comfortable room No bidet,3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Location is convenient Price is reasonableStaff are polite and respond fast,The water supply system is too noisy which may disturb sleeping when the tap is opened,Location is convenient Price is reasonableStaff are polite and respond fast The water supply system is too noisy which may disturb sleeping when the tap is opened,3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,,The fridge was not cleared, The fridge was not cleared,3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,The service is great,Limited TV channel,The service is great Limited TV channel,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"Excellent location even if you are arriving late, as the convenience store at the petrol station is just next door. You can find all sort of food for breakfast, lunch and dinner at nearby shopping mall which is 5 minutes walk from the hotel. Everything is within a walking distance and so convenience to get to the MRT to everywhere in Singapore.",I booked a smoking room with the balcony but the balcony could not be opened as for safety reasons but I did not find out this until after it has been confirmed and paid. When I checked-in they  gave me the balcony room as requested but  no smoking and not allowed to open the balcony door. After showing all the emails sent and received via booking.com the receptionist finally put me in the smoking room but no balcony.,"Excellent location even if you are arriving late, as the convenience store at the petrol station is just next door. You can find all sort of food for breakfast, lunch and dinner at nearby shopping mall which is 5 minutes walk from the hotel. Everything is within a walking distance and so convenience to get to the MRT to everywhere in Singapore. I booked a smoking room with the balcony but the balcony could not be opened as for safety reasons but I did not find out this until after it has been confirmed and paid. When I checked-in they  gave me the balcony room as requested but  no smoking and not allowed to open the balcony door. After showing all the emails sent and received via booking.com the receptionist finally put me in the smoking room but no balcony.",4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"the room is clean, the staff are friendly","the toilet drainage is poors ,water will easily flow into the room carpet if shower heavily.","the room is clean, the staff are friendly the toilet drainage is poors ,water will easily flow into the room carpet if shower heavily.",3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Quiet & relax,Room space for.muslim to pray?,Quiet & relax Room space for.muslim to pray?,3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Nice location and cozy,Nothing,Nice location and cozy Nothing,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Good breakfast and nice staffs,Pillow is too high,Good breakfast and nice staffs Pillow is too high,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Cleanliness,My original book somehow a Superior room with a window. I was happy when they told me that they upgraded my room to Deluxe. The upgraded room has no window.,Cleanliness My original book somehow a Superior room with a window. I was happy when they told me that they upgraded my room to Deluxe. The upgraded room has no window.,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Cleanliness,Room can be more bigger,Cleanliness Room can be more bigger,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Good,Flooring on the comfort room stock water on some area no gravity flow down to drain pit which is very sleepery when wet and mix my soap need to improve it.,Good Flooring on the comfort room stock water on some area no gravity flow down to drain pit which is very sleepery when wet and mix my soap need to improve it.,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,,The balcony. Why have a balcony when cant use it?, The balcony. Why have a balcony when cant use it?,4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"internet connection good, room amenities good, food during breakfast many variant will be better you put halal certificate if you do only for halal as your staff explained","your hotel not suitable for who bring their family especially kids under 12, so i am not recommend for my family to stay","internet connection good, room amenities good, food during breakfast many variant will be better you put halal certificate if you do only for halal as your staff explained your hotel not suitable for who bring their family especially kids under 12, so i am not recommend for my family to stay",3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Location and clean,"The room are too small, the toilet cant even fit 2 person.","Location and clean The room are too small, the toilet cant even fit 2 person.",3,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Well-lit (in the day). Bath tub was awesome. Bed was awesome. High floor was awwsome.,-No comb - cos I forgot mine.-Warm water (for showering/bath tub) wasn’t warm fast enough.-Not smart tv (local channels only),Well-lit (in the day). Bath tub was awesome. Bed was awesome. High floor was awwsome. -No comb - cos I forgot mine.-Warm water (for showering/bath tub) wasn’t warm fast enough.-Not smart tv (local channels only),4,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,,Two persons can’t walk in the room at the same time., Two persons can’t walk in the room at the same time.,1,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"Aqueen hotel paya lebar is the best! I really appreciate the cleanliness of the hotel, never a disappointment. They really maintained their standard of cleanliness. Every time I went there, the cleanliness is consistent since my first stay. Good job! And, the staffs are nice, check in is simple & straight forward compared to other hotels I’ve been. We even got an unexpected room upgrade to a room with bathtub! That really made our day. It’s my countless stay at this hotel & I’d definitely recommend others & I’ll definitely be back soon! Kudos for the consistent effort. This should be a 4 star hotel!",Nothing honestly. Probably just the location as it’s further in from the main road.,"Aqueen hotel paya lebar is the best! I really appreciate the cleanliness of the hotel, never a disappointment. They really maintained their standard of cleanliness. Every time I went there, the cleanliness is consistent since my first stay. Good job! And, the staffs are nice, check in is simple & straight forward compared to other hotels I’ve been. We even got an unexpected room upgrade to a room with bathtub! That really made our day. It’s my countless stay at this hotel & I’d definitely recommend others & I’ll definitely be back soon! Kudos for the consistent effort. This should be a 4 star hotel! Nothing honestly. Probably just the location as it’s further in from the main road.",5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,,"Rooms are very small, lack of lightning in general, elevators are dark, lights in room was poor, even reception is quite dark, everithing is in darkness as very week LED lights are installed.Bathroom is extreemly small. All is packed in 13 square meters.Insufficient lightning and eztreemly small rooms are major points.I attended breakfast only once, and it was very poor.Didn't want to go any more, not worthy.No bar in a hotel????Very low value for money.Reception, if you don't ask them basic things they don't provide info...nobody seams to be in good mood maybe beacuse they are standing all the time during their working hours which is extreemly hard thing to do 8 hours. Some lady manager which I met was smiling and was helful, warm and wellcoming."," Rooms are very small, lack of lightning in general, elevators are dark, lights in room was poor, even reception is quite dark, everithing is in darkness as very week LED lights are installed.Bathroom is extreemly small. All is packed in 13 square meters.Insufficient lightning and eztreemly small rooms are major points.I attended breakfast only once, and it was very poor.Didn't want to go any more, not worthy.No bar in a hotel????Very low value for money.Reception, if you don't ask them basic things they don't provide info...nobody seams to be in good mood maybe beacuse they are standing all the time during their working hours which is extreemly hard thing to do 8 hours. Some lady manager which I met was smiling and was helful, warm and wellcoming.",1,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"Not clean shower broken ,room and lifts lights so bark ,weakly 👎","Reception stuffs little bit rude , rooms so dark lights so dirty dust … didn’t give us notice then kick out us … can’t be live ☹️☹️","Not clean shower broken ,room and lifts lights so bark ,weakly 👎 Reception stuffs little bit rude , rooms so dark lights so dirty dust … didn’t give us notice then kick out us … can’t be live ☹️☹️",2,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,room,there is no one for delivery of our stuff,room there is no one for delivery of our stuff,2,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Not applicable,The fully enclosed room,Not applicable The fully enclosed room,1,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,NA,No room service. have to go down to take towel myself,NA No room service. have to go down to take towel myself,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Location,Cleanliness of the room,Location Cleanliness of the room,1,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"This hotel borders on the outstanding in all respects and it is difficult to be critical. For me, this hotel could easily be five-star and I believe only the room size prevents that. However, the single room (double bed) that I had was functional enough for me.The wifi in Room 808 was excellent.Bathroom fittings modern and all working to order.","It's hard to list what I didn't like but the lift lights are low and make it difficult to read the floor buttons - I had to use my iPhone flashlight to do so. It is a small hardly mentionable point.The hotel would benefit from having a Coffee shop - it seems to be geared up for one but it is not yet functional.Finally, hotel prices in Singapore are on the high side.","This hotel borders on the outstanding in all respects and it is difficult to be critical. For me, this hotel could easily be five-star and I believe only the room size prevents that. However, the single room (double bed) that I had was functional enough for me.The wifi in Room 808 was excellent.Bathroom fittings modern and all working to order. It's hard to list what I didn't like but the lift lights are low and make it difficult to read the floor buttons - I had to use my iPhone flashlight to do so. It is a small hardly mentionable point.The hotel would benefit from having a Coffee shop - it seems to be geared up for one but it is not yet functional.Finally, hotel prices in Singapore are on the high side.",5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,,"Only had twin blanket on king bed, really!"," Only had twin blanket on king bed, really!",5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,,Front officer staff was not friendly and not welcoming No smile at her faceCan't remember the stAff nameThe lady was serving me was a Chinese lady, Front officer staff was not friendly and not welcoming No smile at her faceCan't remember the stAff nameThe lady was serving me was a Chinese lady,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,The room are huge and cozy. We feel very relaxing. Thanks for the upgrade of the rooms.,None.,The room are huge and cozy. We feel very relaxing. Thanks for the upgrade of the rooms. None.,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,At the moment no,No gym room,At the moment no No gym room,2,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"We had a 13 hour flight , the hotel was our ‘prison’ whilst waiting for our COVID test results, so the bed was always going to be the highlight of the stay. It was good in that it was comfortable.",There was a blood stain on one of the bedding sheets.,"We had a 13 hour flight , the hotel was our ‘prison’ whilst waiting for our COVID test results, so the bed was always going to be the highlight of the stay. It was good in that it was comfortable. There was a blood stain on one of the bedding sheets.",2,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,"As always,the bed..😜",Non smoking room..but it's alright...what I value the most is the staffs attitude..it was great 👍..keep up the good work,"As always,the bed..😜 Non smoking room..but it's alright...what I value the most is the staffs attitude..it was great 👍..keep up the good work",5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
Aqueen Hotel Paya Lebar,409180,1.357107,103.8194992,Quiet and peaceful,TV dun have lot of channel Like HBo etc,Quiet and peaceful TV dun have lot of channel Like HBo etc,5,['7.9'],8.4,8.3,8.3,7.9,8.3,8.0,8.0
